state,county,lat,lon,pop
Texas,Rains County,32.8704571,-95.795613,12164
Texas,Randall County,34.962529,-101.8955472,140753
Texas,Reagan County,31.3751911,-101.5143954,3385
Texas,Real County,29.8300967,-99.812549,2758
Texas,Red River County,33.6196255,-95.0484293,11587
Texas,Reeves County,31.308366,-103.712706,14748
Texas,Refugio County,28.3221157,-97.1624723,6741
Texas,Roberts County,35.838596,-100.8366824,827
Texas,Robertson County,31.025481,-96.5149408,16757
Texas,Rockwall County,32.8998859,-96.4120504,107819
Texas,Runnels County,31.8451193,-99.9827145,9900
Texas,Rusk County,32.1094232,-94.7563823,52214
Texas,Sabine County,31.3432997,-93.8519129,9894
Texas,San Augustine County,31.3824492,-94.1631796,7918
Texas,San Jacinto County,30.5743884,-95.1631363,27402
Texas,San Patricio County,28.0117944,-97.5171566,68755
Texas,San Saba County,31.1551375,-98.8192922,5730
Texas,Schleicher County,30.8962331,-100.5272161,2451
Texas,Scurry County,32.7443531,-100.9133465,16932
Texas,Shackelford County,32.7438198,-99.3470045,3105
Texas,Shelby County,31.7901394,-94.1425794,24022
Texas,Sherman County,36.2785929,-101.8992648,2782
Texas,Smith County,32.3770156,-95.2700409,233479
Texas,Somervell County,32.2180714,-97.769217,9205
Texas,Starr County,26.5309027,-98.7402346,65920
Texas,Stephens County,32.7380521,-98.8393443,9101
Texas,Sterling County,31.8357735,-101.0549114,1372
Texas,Stonewall County,33.1795797,-100.2538069,1245
Texas,Sutton County,30.5221852,-100.5133594,3372
Texas,Swisher County,34.5263193,-101.7438647,6971
Texas,Tarrant County,32.7721191,-97.2912241,2110640
Texas,Taylor County,32.2971255,-99.8904299,143208
Texas,Terrell County,30.2323427,-102.0725126,760
Texas,Terry County,33.171229,-102.339284,11831
Texas,Throckmorton County,33.1706954,-99.205796,1440
Texas,Titus County,33.214599,-94.9667825,31247
Texas,Tom Green County,31.3988233,-100.4637879,120003
Texas,Travis County,30.2395128,-97.6912697,1290188
Texas,Trinity County,31.096675,-95.1516869,13602
Texas,Tyler County,30.7692953,-94.3756561,19798
Texas,Upshur County,32.7353495,-94.9411837,40892
Texas,Upton County,31.3538163,-102.0415461,3308
Texas,Uvalde County,29.3503081,-99.768427,24564
Texas,Val Verde County,29.8752853,-101.1433237,47586
Texas,Van Zandt County,32.5587866,-95.8369057,59541
Texas,Victoria County,28.7963699,-96.9711977,91319
Texas,Walker County,30.7431631,-95.5698246,76400
Texas,Waller County,30.0135901,-95.9821493,56794
Texas,Ward County,31.5130687,-103.1051127,11644
Texas,Washington County,30.2150752,-96.4102717,35805
Texas,Webb County,27.7607987,-99.3407518,267114
Texas,Wharton County,29.2784805,-96.2296745,41570
Texas,Wheeler County,35.3925926,-100.2531067,4990
Texas,Wichita County,33.9882125,-98.7080098,129350
Texas,Wilbarger County,34.0849199,-99.2424397,12887
Texas,Willacy County,26.4818607,-97.5947313,20164
Texas,Williamson County,30.6490817,-97.6050646,609017
Texas,Wilson County,29.173883,-98.0867336,49753
Texas,Winkler County,31.8328615,-103.0549246,7791
Texas,Wise County,33.2190947,-97.6539968,68632
Texas,Wood County,32.7835881,-95.3821664,44843
Texas,Yoakum County,33.1623386,-102.8322409,7694
Texas,Young County,33.1587778,-98.6783895,17867
Texas,Zapata County,26.9969806,-99.1826027,13889
Texas,Zavala County,28.8646523,-99.7598304,9670
